2025-12-12 11:22:25 - modules.pipeline - INFO - Pipeline logging configured successfully
2025-12-12 11:22:25 - modules.pipeline - INFO - Starting FAST video translation
2025-12-12 11:22:25 - modules.pipeline - INFO - Input: backend/test_samples/sample_30s_ru.mp4
2025-12-12 11:22:25 - modules.pipeline - INFO - Target: en
2025-12-12 11:22:25 - modules.pipeline - INFO - Using GPU: False
2025-12-12 11:22:25 - modules.pipeline - INFO - 1. Loading models...
2025-12-12 11:22:25 - modules.pipeline - INFO - Detected/using source language: ru
2025-12-12 11:22:25 - modules.pipeline - INFO - Loading Whisper model...
2025-12-12 11:22:28 - modules.pipeline - INFO - Loaded faster-whisper (FREE optimization)
2025-12-12 11:22:28 - modules.pipeline - INFO - Loading subtitle generator...
2025-12-12 11:22:30 - modules.pipeline - INFO - Loading translation models for ru→en...
2025-12-12 11:22:30 - modules.audio_translator - INFO - Loading Whisper model (optimized for speed)...
2025-12-12 11:22:31 - modules.audio_translator - INFO - [OK] Loaded faster-whisper base model (CPU)
2025-12-12 11:22:31 - modules.audio_translator - INFO - Loading translation model...
2025-12-12 11:22:36 - modules.audio_translator - INFO - [OK] Models loaded successfully: faster-whisper base + Helsinki-NLP/opus-mt-ru-en (CPU)
2025-12-12 11:22:36 - modules.pipeline - INFO - All models loaded successfully with FREE optimizations
2025-12-12 11:22:36 - modules.pipeline - INFO - 2. Extracting audio...
2025-12-12 11:22:36 - modules.pipeline - INFO - Extracting audio from backend/test_samples/sample_30s_ru.mp4
2025-12-12 11:22:37 - modules.pipeline - INFO - Audio extracted: /tmp/octavia\audio.wav
2025-12-12 11:22:37 - modules.pipeline - INFO - 3. Chunking audio...
2025-12-12 11:22:37 - modules.pipeline - INFO - Chunking audio with improved logic
2025-12-12 11:22:38 - modules.pipeline - INFO - Created 5 audio chunks
2025-12-12 11:22:38 - modules.pipeline - INFO - 4. Processing 5 chunks...
2025-12-12 11:22:38 - modules.pipeline - INFO - Processing 5 speech chunks, 0 silent chunks
2025-12-12 11:22:38 - modules.pipeline - INFO - Processing speech chunks with AI orchestration
2025-12-12 11:22:38 - modules.pipeline - INFO - Processing chunk 0 with AI optimization...
2025-12-12 11:22:38 - modules.audio_translator - INFO - Preprocessing audio: normalization and de-noising
2025-12-12 11:22:45 - modules.audio_translator - INFO - Audio preprocessing successful: chunk_0000_preprocessed.wav
2025-12-12 11:22:45 - modules.audio_translator - INFO - Processing audio: chunk_0000_preprocessed.wav
2025-12-12 11:22:45 - modules.audio_translator - INFO - Original duration: 35336ms
2025-12-12 11:22:45 - modules.audio_translator - INFO - Transcribing audio file: /tmp/octavia\chunk_0000.wav (6233312 bytes)
2025-12-12 11:22:45 - modules.audio_translator - ERROR - Language detection failed: 'Tensor' object has no attribute 'astype'
2025-12-12 11:22:45 - modules.audio_translator - INFO - Transcribing audio in ru...
2025-12-12 11:22:46 - faster_whisper - INFO - Processing audio with duration 00:35.336
2025-12-12 11:22:56 - modules.audio_translator - INFO - Transcription successful: 570 chars, 0 segments
2025-12-12 11:22:56 - modules.audio_translator - INFO - Transcribed: 570 characters, 0 segments in ru
2025-12-12 11:22:56 - modules.audio_translator - INFO - Translating from ru to en...
2025-12-12 11:22:56 - modules.audio_translator - INFO - Translating text: 'Добро пожаловать на наш уникальный четырёвчасовой курс по тонкой настройки крупной языковой модели, ...'
2025-12-12 11:22:56 - modules.audio_translator - INFO - Attempting translation with pipeline...
2025-12-12 11:23:00 - modules.audio_translator - INFO - Pipeline translation result: 'Welcome to our unique four-hour course in fine-tuning a large language model, one of the most valuab...'
2025-12-12 11:23:00 - modules.audio_translator - INFO - Translation completed: 570 chars to 519 chars
2025-12-12 11:23:00 - modules.audio_translator - INFO - Speed capped at 1.10x for quality
2025-12-12 11:23:00 - modules.audio_translator - INFO - Frame-accurate speed: 43.250s speech in 35.336s to speed: 1.10x
2025-12-12 11:23:00 - modules.audio_translator - INFO - Selected voice model: en-US-JennyNeural for en (rate: 12 chars/sec)
2025-12-12 11:23:00 - modules.audio_translator - INFO - Generating speech with gTTS (speed: 1.10x)...
2025-12-12 11:23:00 - modules.audio_translator - INFO - Generating speech with Coqui TTS for language: en
2025-12-12 11:23:00 - TTS.utils.manage - INFO - tts_models/en/ljspeech/tacotron2-DDC_ph is already downloaded.
2025-12-12 11:23:00 - TTS.utils.manage - INFO - vocoder_models/en/ljspeech/univnet is already downloaded.
2025-12-12 11:23:00 - TTS.tts.models - INFO - Using model: Tacotron2
2025-12-12 11:23:00 - TTS.utils.audio.processor - INFO - Setting up Audio Processor...
2025-12-12 11:23:00 - TTS.utils.audio.processor - INFO -  | sample_rate: 22050
2026-01-14 19:28:28 - modules.pipeline - INFO -   Subtitles: ['srt']
2026-01-14 19:34:56 - modules.pipeline - INFO - Pipeline logging configured successfully
2026-01-14 19:34:56 - modules.pipeline - INFO - Starting FAST video translation
2026-01-14 19:34:56 - modules.pipeline - INFO - Input: C:\Users\onyan\Downloads\chinesevideo.mp4
2026-01-14 19:34:56 - modules.pipeline - INFO - Target: en
2026-01-14 19:34:56 - modules.pipeline - INFO - Using GPU: False
2026-01-14 19:34:56 - modules.pipeline - INFO - 1. Loading models...
2026-01-14 19:34:56 - modules.pipeline - INFO - Detecting source language from video audio...
2026-01-14 19:34:58 - faster_whisper - INFO - Processing audio with duration 00:15.000
2026-01-14 19:34:59 - faster_whisper - INFO - VAD filter removed 00:08.912 of audio
2026-01-14 19:34:59 - faster_whisper - INFO - Detected language 'zh' with probability 1.00
2026-01-14 19:34:59 - modules.pipeline - INFO - Language detection (15s sample): zh (confidence: 99.52%)
2026-01-14 19:34:59 - modules.pipeline - INFO - ✓ High confidence language detection: zh (99.52%)
2026-01-14 19:34:59 - modules.pipeline - INFO - Detected/using source language: zh
2026-01-14 19:34:59 - modules.pipeline - INFO - Loading Whisper model...
2026-01-14 19:35:00 - modules.pipeline - INFO - Loaded faster-whisper (FREE optimization)
2026-01-14 19:35:00 - modules.pipeline - INFO - Loading subtitle generator...
2026-01-14 19:35:02 - modules.pipeline - INFO - Loading translation models for zh->en...
2026-01-14 19:35:02 - modules.audio_translator - INFO - Loading Whisper model (optimized for speed)...
2026-01-14 19:35:03 - modules.audio_translator - INFO - [OK] Loaded faster-whisper base model (CPU)
2026-01-14 19:35:03 - modules.audio_translator - INFO - Loading translation model...
2026-01-14 19:35:07 - modules.audio_translator - INFO - [OK] Models loaded successfully: faster-whisper base (CPU)
2026-01-14 19:35:07 - modules.pipeline - INFO - All models loaded successfully with FREE optimizations
2026-01-14 19:35:07 - modules.pipeline - INFO - 2. Extracting audio...
2026-01-14 19:35:07 - modules.pipeline - INFO - Extracting audio from C:\Users\onyan\Downloads\chinesevideo.mp4
2026-01-14 19:35:07 - modules.pipeline - INFO - Audio extracted: /tmp/octavia\audio_a06142bf.wav
2026-01-14 19:35:07 - modules.pipeline - INFO - 🎬 Magic Mode: Separating vocals from background music...
2026-01-14 19:35:07 - modules.vocal_separator - INFO - Using UVR5-ONNX (audio-separator) for CPU processing...
2026-01-14 19:35:07 - modules.vocal_separator - INFO - Loading UVR5-ONNX fallback (audio-separator)
2026-01-14 19:35:07 - modules.uvr5_separator - INFO - UVRSeparator initialized with model=1_HP-UVR.pth, device=cpu
2026-01-14 19:35:07 - modules.uvr5_separator - INFO - Loading UVR5 model: 1_HP-UVR.pth
2026-01-14 19:35:07 - modules.uvr5_separator - INFO - Using model cache directory: C:\Users\onyan\AppData\Local\audio-separator-models
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - Separator version 0.40.0 instantiating with output_dir: None, output_format: WAV
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - Output directory not specified. Using current working directory.
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - Using model directory from AUDIO_SEPARATOR_MODEL_DIR env var: C:\Users\onyan\AppData\Local\audio-separator-models
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - Operating System: Windows 10.0.26200
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - System: Windows Node: jimoney Release: 10 Machine: AMD64 Proc: AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - Python Version: 3.11.9
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - PyTorch Version: 2.9.1+cpu
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - FFmpeg installed: ffmpeg version 2025-12-01-git-7043522fe0-full_build-www.gyan.dev Copyright (c) 2000-2025 the FFmpeg developers
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - ONNX Runtime CPU package installed with version: 1.23.2
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - No hardware acceleration could be configured, running in CPU mode
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - Loading model 1_HP-UVR.pth...
2026-01-14 19:35:07 - audio_separator.separator.separator - INFO - Hash of model file C:\Users\onyan\AppData\Local\audio-separator-models\1_HP-UVR.pth is b5f988cd3e891dca7253bf5f0f3427c7
2026-01-14 19:35:08 - audio_separator.separator.separator - INFO - VR Separator initialisation complete
2026-01-14 19:35:08 - audio_separator.separator.separator - INFO - Load model duration: 00:00:00
2026-01-14 19:35:08 - modules.uvr5_separator - INFO - Model loaded successfully on cpu
2026-01-14 19:35:08 - modules.uvr5_separator - INFO - Model: VR Arch Single Model v5: 1_HP-UVR
2026-01-14 19:35:08 - modules.vocal_separator - INFO - UVR5-ONNX fallback loaded successfully
2026-01-14 19:35:08 - modules.uvr5_separator - INFO - Separating audio: /tmp/octavia\audio_a06142bf.wav
2026-01-14 19:35:08 - modules.uvr5_separator - INFO - Running vocal separation...
2026-01-14 19:35:08 - audio_separator.separator.separator - INFO - Processing file: /tmp/octavia\audio_a06142bf.wav
2026-01-14 19:35:08 - audio_separator.separator.separator - INFO - Starting separation process for audio_file_path: /tmp/octavia\audio_a06142bf.wav
2026-01-14 19:35:08 - audio_separator.separator.separator - INFO - Input audio subtype: PCM_16
2026-01-14 19:35:08 - audio_separator.separator.separator - INFO - Detected 16-bit input audio
2026-01-14 19:38:20 - modules.pipeline - INFO - Pipeline logging configured successfully
2026-01-14 19:38:20 - modules.pipeline - INFO - Starting FAST video translation
2026-01-14 19:38:20 - modules.pipeline - INFO - Input: C:\Users\onyan\Downloads\chinesevideo.mp4
2026-01-14 19:38:20 - modules.pipeline - INFO - Target: en
2026-01-14 19:38:20 - modules.pipeline - INFO - Using GPU: False
2026-01-14 19:38:20 - modules.pipeline - INFO - 1. Loading models...
2026-01-14 19:38:20 - modules.pipeline - INFO - Detecting source language from video audio...
2026-01-14 19:38:25 - faster_whisper - INFO - Processing audio with duration 00:15.000
2026-01-14 19:38:27 - faster_whisper - INFO - Detected language 'zh' with probability 1.00
2026-01-14 19:38:27 - modules.pipeline - INFO - Language detection (15s sample): zh (confidence: 99.57%)
2026-01-14 19:38:27 - modules.pipeline - INFO - ✓ High confidence language detection: zh (99.57%)
2026-01-14 19:38:27 - modules.pipeline - INFO - Detected/using source language: zh
2026-01-14 19:38:27 - modules.pipeline - INFO - Loading Whisper model...
2026-01-14 19:38:29 - modules.pipeline - INFO - Loaded faster-whisper (FREE optimization)
2026-01-14 19:38:29 - modules.pipeline - INFO - Loading subtitle generator...
2026-01-14 19:38:37 - modules.pipeline - INFO - Loading translation models for zh->en...
2026-01-14 19:38:37 - modules.audio_translator - INFO - Loading Whisper model (optimized for speed)...
2026-01-14 19:38:41 - modules.audio_translator - INFO - [OK] Loaded faster-whisper base model (CPU)
2026-01-14 19:38:41 - modules.audio_translator - INFO - Loading translation model...
2026-01-14 19:38:48 - modules.audio_translator - INFO - [OK] Models loaded successfully: faster-whisper base (CPU)
2026-01-14 19:38:48 - modules.pipeline - INFO - All models loaded successfully with FREE optimizations
2026-01-14 19:38:48 - modules.pipeline - INFO - 2. Extracting audio...
2026-01-14 19:38:48 - modules.pipeline - INFO - Extracting audio from C:\Users\onyan\Downloads\chinesevideo.mp4
2026-01-14 19:38:49 - modules.pipeline - INFO - Audio extracted: /tmp/octavia\audio_7989fb9c.wav
2026-01-14 19:38:49 - modules.pipeline - INFO - 3. Chunking audio...
2026-01-14 19:38:49 - modules.pipeline - INFO - ⏱️ Using Standard Time-based Chunking
2026-01-14 19:38:49 - modules.pipeline - INFO - Chunking audio with improved logic
2026-01-14 19:38:51 - modules.pipeline - INFO - Created 4 audio chunks
2026-01-14 19:38:51 - modules.pipeline - INFO - Created 4 audio chunks
2026-01-14 19:38:51 - modules.pipeline - INFO - 4. Processing 4 chunks...
2026-01-14 19:38:51 - modules.pipeline - INFO - Processing 4 speech chunks, 0 silent chunks
2026-01-14 19:38:51 - modules.pipeline - INFO - Processing 4 speech chunks in parallel
2026-01-14 19:38:55 - modules.ai_orchestrator - INFO - AI Orchestrator - Chunk 0 analysis: speech=0.69, complexity=1.15
2026-01-14 19:38:55 - modules.ai_orchestrator - INFO - AI Orchestrator - Chunk 2 analysis: speech=0.69, complexity=1.09
2026-01-14 19:38:55 - modules.ai_orchestrator - INFO - AI Orchestrator - Chunk 1 analysis: speech=0.67, complexity=1.10
2026-01-14 19:38:55 - modules.ai_orchestrator - INFO - AI Orchestrator - Chunk 3 analysis: speech=0.81, complexity=1.29
2026-01-14 19:39:54 - modules.ai_orchestrator - INFO - AI Decision (Ollama): brief
2026-01-14 19:39:54 - modules.pipeline - INFO - AI Decision (Rule-based): chunk=2, size=30s, model=base, workers=4, reason=brief
2026-01-14 19:39:54 - modules.audio_translator - INFO - Preprocessing audio: normalization and de-noising
2026-01-14 19:39:57 - modules.ai_orchestrator - WARNING - Ollama query error: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=60)
2026-01-14 19:39:57 - modules.ai_orchestrator - WARNING - Ollama query error: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=60)
2026-01-14 19:39:57 - modules.ai_orchestrator - WARNING - Ollama query error: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=60)
2026-01-14 19:39:59 - modules.pipeline - INFO - AI Decision (Rule-based): chunk=0, size=21.0s, model=medium, workers=2, reason=Adaptive: medium speech density, high complexity, fast processing, low memory, complex content
2026-01-14 19:39:59 - modules.audio_translator - INFO - Preprocessing audio: normalization and de-noising
2026-01-14 19:39:59 - modules.pipeline - INFO - AI Decision (Rule-based): chunk=1, size=21.0s, model=medium, workers=2, reason=Adaptive: medium speech density, high complexity, fast processing, low memory, complex content
2026-01-14 19:39:59 - modules.audio_translator - INFO - Preprocessing audio: normalization and de-noising
2026-01-14 19:39:59 - modules.pipeline - INFO - AI Decision (Rule-based): chunk=3, size=15.0s, model=medium, workers=2, reason=Adaptive: high speech density, high complexity, fast processing, low memory, complex content
2026-01-14 19:39:59 - modules.audio_translator - INFO - Preprocessing audio: normalization and de-noising
2026-01-14 19:40:05 - modules.audio_translator - INFO - Audio preprocessing successful: /tmp/octavia\chunk_0002_preprocessed.wav
2026-01-14 19:40:06 - modules.audio_translator - INFO - Processing audio: /tmp/octavia\chunk_0002_preprocessed.wav
2026-01-14 19:40:06 - modules.audio_translator - INFO - Original duration: 31991ms
2026-01-14 19:40:06 - modules.audio_translator - INFO - Transcribing audio file: /tmp/octavia\chunk_0002.wav (5643256 bytes)
2026-01-14 19:40:07 - faster_whisper - INFO - Processing audio with duration 00:31.991
2026-01-14 19:40:10 - modules.audio_translator - INFO - Audio preprocessing successful: /tmp/octavia\chunk_0001_preprocessed.wav
2026-01-14 19:40:10 - modules.audio_translator - INFO - Processing audio: /tmp/octavia\chunk_0001_preprocessed.wav
2026-01-14 19:40:10 - modules.audio_translator - INFO - Original duration: 31991ms
2026-01-14 19:40:10 - modules.audio_translator - INFO - Transcribing audio file: /tmp/octavia\chunk_0001.wav (5643256 bytes)
2026-01-14 19:40:10 - modules.audio_translator - INFO - Audio preprocessing successful: /tmp/octavia\chunk_0003_preprocessed.wav
2026-01-14 19:40:10 - modules.audio_translator - INFO - Processing audio: /tmp/octavia\chunk_0003_preprocessed.wav
2026-01-14 19:40:10 - modules.audio_translator - INFO - Original duration: 31992ms
2026-01-14 19:40:10 - modules.audio_translator - INFO - Transcribing audio file: /tmp/octavia\chunk_0003.wav (5643432 bytes)
2026-01-14 19:40:10 - modules.audio_translator - INFO - Audio preprocessing successful: /tmp/octavia\chunk_0000_preprocessed.wav
2026-01-14 19:40:10 - modules.audio_translator - INFO - Processing audio: /tmp/octavia\chunk_0000_preprocessed.wav
2026-01-14 19:40:10 - modules.audio_translator - INFO - Original duration: 31991ms
2026-01-14 19:40:11 - modules.audio_translator - INFO - Transcribing audio file: /tmp/octavia\chunk_0000.wav (5643256 bytes)
2026-01-14 19:40:11 - faster_whisper - INFO - Processing audio with duration 00:31.991
2026-01-14 19:40:11 - faster_whisper - INFO - Processing audio with duration 00:31.992
2026-01-14 19:40:12 - faster_whisper - INFO - Processing audio with duration 00:31.991
2026-01-14 19:40:13 - faster_whisper - INFO - Detected language 'zh' with probability 0.99
2026-01-14 19:40:13 - modules.audio_translator - INFO - Detected language: zh (confidence: 98.61%)
2026-01-14 19:40:13 - modules.audio_translator - INFO - Transcribing audio in zh...
2026-01-14 19:40:14 - faster_whisper - INFO - Processing audio with duration 00:31.991
2026-01-14 19:40:21 - faster_whisper - INFO - Detected language 'zh' with probability 0.99
2026-01-14 19:40:21 - modules.audio_translator - INFO - Detected language: zh (confidence: 99.43%)
2026-01-14 19:40:21 - modules.audio_translator - INFO - Transcribing audio in zh...
2026-01-14 19:40:22 - faster_whisper - INFO - Detected language 'zh' with probability 0.99
2026-01-14 19:40:22 - faster_whisper - INFO - Detected language 'zh' with probability 0.99
2026-01-14 19:40:22 - modules.audio_translator - INFO - Detected language: zh (confidence: 99.13%)
2026-01-14 19:40:22 - modules.audio_translator - INFO - Detected language: zh (confidence: 99.27%)
2026-01-14 19:40:22 - faster_whisper - INFO - Processing audio with duration 00:31.991
2026-01-14 19:40:22 - modules.audio_translator - INFO - Transcribing audio in zh...
2026-01-14 19:40:22 - modules.audio_translator - INFO - Transcribing audio in zh...
2026-01-14 19:40:23 - faster_whisper - INFO - Processing audio with duration 00:31.992
2026-01-14 19:40:24 - faster_whisper - INFO - Processing audio with duration 00:31.991
2026-01-14 19:41:04 - modules.audio_translator - INFO - faster_whisper returned 7 raw segments
2026-01-14 19:41:04 - modules.audio_translator - INFO - Processing 7 raw segments
2026-01-14 19:41:04 - modules.audio_translator - INFO - After filtering: 7 valid segments
2026-01-14 19:41:04 - modules.audio_translator - INFO - Transcription successful: 75 chars, 7 segments
2026-01-14 19:41:04 - modules.audio_translator - INFO - STT Quality: fair (conf: 0.00, WER: 0.25, meaning: 0.80)
2026-01-14 19:41:04 - modules.audio_translator - INFO - Transcribed: 75 characters, 7 segments in zh
2026-01-14 19:41:04 - modules.audio_translator - INFO - Translating from zh to en...
2026-01-14 19:41:04 - modules.audio_translator - INFO - Translating text: '你好,我是森林老师 老师你好,我是小龙的奶奶 龙奶奶你好,请问小龙的爸爸在家吗 小龙的爸爸不在家 请问小龙的妈妈在家吗 小龙的妈妈在家 请问小龙在家吗...' (length: 75 chars)
2026-01-14 19:41:04 - modules.audio_translator - INFO - Using optimized Chinese translation (context-aware with entity preservation)
2026-01-14 19:41:06 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:41:07 - modules.audio_translator - INFO - faster_whisper returned 7 raw segments
2026-01-14 19:41:07 - modules.audio_translator - INFO - Processing 7 raw segments
2026-01-14 19:41:07 - modules.audio_translator - INFO - After filtering: 7 valid segments
2026-01-14 19:41:07 - modules.audio_translator - INFO - Transcription successful: 63 chars, 7 segments
2026-01-14 19:41:07 - modules.audio_translator - INFO - STT Quality: fair (conf: 0.00, WER: 0.25, meaning: 0.75)
2026-01-14 19:41:07 - modules.audio_translator - INFO - Transcribed: 63 characters, 7 segments in zh
2026-01-14 19:41:07 - modules.audio_translator - INFO - Translating from zh to en...
2026-01-14 19:41:07 - modules.audio_translator - INFO - Translating text: '是吗?请问大象的爸爸在家吗? 大象的爸爸也不在家! 请问大象在家吗? 大象也不在家! 谢谢!那我改天再试试看! 再见! 再见!...' (length: 63 chars)
2026-01-14 19:41:07 - modules.audio_translator - INFO - Using optimized Chinese translation (context-aware with entity preservation)
2026-01-14 19:41:07 - modules.audio_translator - INFO - faster_whisper returned 11 raw segments
2026-01-14 19:41:07 - modules.audio_translator - INFO - Processing 11 raw segments
2026-01-14 19:41:07 - modules.audio_translator - INFO - After filtering: 11 valid segments
2026-01-14 19:41:07 - modules.audio_translator - INFO - Transcription successful: 53 chars, 11 segments
2026-01-14 19:41:07 - modules.audio_translator - INFO - STT Quality: fair (conf: 0.00, WER: 0.25, meaning: 0.80)
2026-01-14 19:41:07 - modules.audio_translator - INFO - Transcribed: 53 characters, 11 segments in zh
2026-01-14 19:41:07 - modules.audio_translator - INFO - Translating from zh to en...
2026-01-14 19:41:07 - modules.audio_translator - INFO - Translating text: '小龙也在家 大象也在我们家 是吗?太好了 我可以去拜访吗 可以可以 欢迎 谢谢 我们晚点见 好 再见 再见...' (length: 53 chars)
2026-01-14 19:41:07 - modules.audio_translator - INFO - Using optimized Chinese translation (context-aware with entity preservation)
2026-01-14 19:41:08 - modules.audio_translator - INFO - faster_whisper returned 5 raw segments
2026-01-14 19:41:08 - modules.audio_translator - INFO - Processing 5 raw segments
2026-01-14 19:41:08 - modules.audio_translator - INFO - After filtering: 5 valid segments
2026-01-14 19:41:08 - modules.audio_translator - INFO - Transcription successful: 54 chars, 5 segments
2026-01-14 19:41:08 - modules.audio_translator - INFO - STT Quality: fair (conf: 0.00, WER: 0.25, meaning: 0.80)
2026-01-14 19:41:08 - modules.audio_translator - INFO - Transcribed: 54 characters, 5 segments in zh
2026-01-14 19:41:08 - modules.audio_translator - INFO - Translating from zh to en...
2026-01-14 19:41:08 - modules.audio_translator - INFO - Translating text: '你好,我是森丽老师 老师你好,我是大象的爷爷 像爷爷你好,请问大象的妈妈在家吗 大象的妈妈在家吗 妈妈不在家...' (length: 54 chars)
2026-01-14 19:41:08 - modules.audio_translator - INFO - Using optimized Chinese translation (context-aware with entity preservation)
2026-01-14 19:41:08 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:41:09 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:41:09 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:41:10 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:41:11 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:41:11 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:41:12 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:41:40 - modules.audio_translator - WARNING - Ollama API call failed: timed out
2026-01-14 19:41:43 - modules.audio_translator - WARNING - Ollama API call failed: timed out
2026-01-14 19:41:43 - modules.audio_translator - WARNING - Ollama API call failed: timed out
2026-01-14 19:41:44 - modules.audio_translator - WARNING - Ollama API call failed: timed out
2026-01-14 19:42:01 - modules.audio_translator - INFO - Translation result: 'Little Dragon's home too. Elephant's in our house too, isn't he? I'll see you later. Okay, bye....'
2026-01-14 19:42:01 - modules.audio_translator - INFO - Post-processing translation with Ollama LLM...
2026-01-14 19:42:03 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:42:11 - modules.audio_translator - INFO - Translation result: 'Hi, I'm Senley. Hello, teacher. I'm the grandfather of an elephant. How do you do, Grandpa? Is the e...'
2026-01-14 19:42:11 - modules.audio_translator - INFO - Post-processing translation with Ollama LLM...
2026-01-14 19:42:17 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:42:27 - modules.audio_translator - INFO - Ollama post-processing: 'Little Dragon's home too. Elephant's in our house ...' -> 'Sure! Please provide the original Chinese text so ...'
2026-01-14 19:42:27 - modules.audio_translator - INFO - Ollama corrected: 'Sure! Please provide the original Chinese text so that I can polish it according to the given rules....'
2026-01-14 19:42:27 - modules.audio_translator - INFO - Translation completed: 53 chars to 101 chars
2026-01-14 19:42:27 - modules.audio_translator - INFO - Applied duration multiplier 1.50x for zh-en
2026-01-14 19:42:27 - modules.audio_translator - INFO - Frame-accurate speed: 8.417s speech in 31.992s to speed: 0.85x
2026-01-14 19:42:27 - modules.audio_translator - INFO - Selected voice model: en-US-JennyNeural for en (rate: 12 chars/sec)
2026-01-14 19:42:27 - modules.audio_translator - INFO - Generating speech with Edge-TTS (speed: 0.85x)...
2026-01-14 19:42:27 - modules.audio_translator - INFO - Generating crystal-clear speech with gTTS for language: en
2026-01-14 19:42:27 - modules.audio_translator - INFO - Synthesizing 11 segments with gTTS for precise timing
2026-01-14 19:42:48 - modules.audio_translator - INFO - Ollama post-processing: 'Hi, I'm Senley. Hello, teacher. I'm the grandfathe...' -> 'Hello, I am Senley. Hello, teacher. I am the grand...'
2026-01-14 19:42:48 - modules.audio_translator - INFO - Ollama corrected: 'Hello, I am Senley. Hello, teacher. I am the grandfather of an elephant. How are you doing, Grandpa?...'
2026-01-14 19:42:48 - modules.audio_translator - INFO - Translation completed: 54 chars to 185 chars
2026-01-14 19:42:48 - modules.audio_translator - INFO - Applied duration multiplier 1.50x for zh-en
2026-01-14 19:42:48 - modules.audio_translator - INFO - Frame-accurate speed: 15.417s speech in 31.991s to speed: 0.85x
2026-01-14 19:42:48 - modules.audio_translator - INFO - Selected voice model: en-US-JennyNeural for en (rate: 12 chars/sec)
2026-01-14 19:42:48 - modules.audio_translator - INFO - Generating speech with Edge-TTS (speed: 0.85x)...
2026-01-14 19:42:48 - modules.audio_translator - INFO - Generating crystal-clear speech with gTTS for language: en
2026-01-14 19:42:48 - modules.audio_translator - INFO - Synthesizing 5 segments with gTTS for precise timing
2026-01-14 19:42:50 - modules.audio_translator - INFO - Translation result: 'Yeah? Is Elephant's father home? Elephant's dad's not home! Is the elephant home? Elephant's not hom...'
2026-01-14 19:42:50 - modules.audio_translator - INFO - Post-processing translation with Ollama LLM...
2026-01-14 19:42:52 - modules.audio_translator - INFO - Ollama model qwen2.5-coder:1.5b is available
2026-01-14 19:42:54 - modules.audio_translator - INFO - Generated frame-accurate audio: 31447ms (vs 31448ms tracked), 0 segments failed
2026-01-14 19:42:54 - modules.audio_translator - INFO - Applying gain consistency and compression...
2026-01-14 19:42:55 - modules.audio_translator - INFO - Audio enhancement applied (target LUFS: -16.0)
2026-01-14 19:42:55 - modules.audio_translator - INFO - Gain consistency applied
2026-01-14 19:42:55 - modules.audio_translator - INFO - Subtitles generated: translated_20260114_194227.srt
2026-01-14 19:42:55 - modules.audio_translator - INFO - Applying frame-accurate duration correction: 31447ms to 31992ms
2026-01-14 19:42:55 - modules.audio_translator - INFO - Applying precise speed adjustment: 0.983x
2026-01-14 19:42:55 - modules.audio_translator - INFO - Precise speed result: 31447ms to 31987ms (ratio: 1.017)
2026-01-14 19:42:55 - modules.audio_translator - INFO - Duration correction applied: 31987ms (diff: 5ms)
2026-01-14 19:42:55 - modules.audio_translator - INFO - [OK] Lip-sync precision achieved: ±5ms (within 200ms tolerance)
2026-01-14 19:42:55 - modules.audio_translator - INFO - Running final quality validation with 5 random spots...
2026-01-14 19:42:55 - modules.audio_translator - WARNING - Recommendation: Audio may have artifacts - review for clipping or excessive silence
2026-01-14 19:42:55 - modules.audio_translator - INFO - [OK] Quality validation passed: 1.00
2026-01-14 19:42:56 - modules.audio_translator - INFO - Translation completed in 176.6s
2026-01-14 19:42:56 - modules.audio_translator - INFO - Duration match: 100.0% (545ms diff)
